1.0,1.0,0.0,0,LatPulldown1,0.0,machine
2.0,1.0,0.0,0,Bench1,0.0,machine
1.0,2.0,0.0,0,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,0,ShoulderPress1,0.0,machine
1.5338754667456374,0.6851250750372615,N/A,0,Person1,,person
1.0,1.0,0.0,1,LatPulldown1,0.0,machine
2.0,1.0,0.0,1,Bench1,0.0,machine
1.0,2.0,0.0,1,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,1,ShoulderPress1,0.0,machine
1.0,1.0,0.0,2,LatPulldown1,0.0,machine
2.0,1.0,0.0,2,Bench1,0.0,machine
1.0,2.0,0.0,2,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,2,ShoulderPress1,0.0,machine
1.7314457878025071,1.6823718218992685,N/A,2,Person1,,person
1.0,1.0,0.0,3,LatPulldown1,0.0,machine
2.0,1.0,0.0,3,Bench1,0.0,machine
1.0,2.0,0.0,3,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,3,ShoulderPress1,0.0,machine
2.088615633738912,0.8552948916686187,N/A,3,Person1,,person
1.0,1.0,0.0,4,LatPulldown1,0.0,machine
2.0,1.0,0.0,4,Bench1,0.0,machine
1.0,2.0,0.0,4,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,4,ShoulderPress1,0.0,machine
0.5630840198040554,1.264889438453549,N/A,4,Person1,,person
1.0,1.0,0.0,5,LatPulldown1,0.0,machine
2.0,1.0,0.0,5,Bench1,0.0,machine
1.0,2.0,0.0,5,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,5,ShoulderPress1,0.0,machine
1.0,1.0,0.0,6,LatPulldown1,1.0,machine
2.0,1.0,0.0,6,Bench1,0.0,machine
1.0,2.0,0.0,6,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,6,ShoulderPress1,0.0,machine
0.9276013196524204,0.8055415829560102,N/A,6,Person1,,person
0.7996323742623628,1.4461296678595559,N/A,6,Person2,,person
1.0,1.0,0.0,7,LatPulldown1,1.0,machine
2.0,1.0,0.0,7,Bench1,0.0,machine
1.0,2.0,0.0,7,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,7,ShoulderPress1,0.0,machine
1.9617291346687293,2.1775985557778474,N/A,7,Person1,,person
1.2586611409923818,2.211880749042116,N/A,7,Person2,,person
1.0,1.0,0.0,8,LatPulldown1,1.0,machine
2.0,1.0,0.0,8,Bench1,0.0,machine
1.0,2.0,0.0,8,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,8,ShoulderPress1,0.0,machine
1.4577487292067262,0.6473815412926998,N/A,8,Person1,,person
1.0,1.0,0.0,9,LatPulldown1,1.0,machine
2.0,1.0,0.0,9,Bench1,0.0,machine
1.0,2.0,0.0,9,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,9,ShoulderPress1,0.0,machine
1.0,1.0,0.0,10,LatPulldown1,1.0,machine
2.0,1.0,0.0,10,Bench1,0.0,machine
1.0,2.0,0.0,10,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,10,ShoulderPress1,0.0,machine
0.5322616931393322,2.2717235900650836,N/A,10,Person1,,person
0.949222855357065,2.424642898677561,N/A,10,Person2,,person
1.0,1.0,0.0,11,LatPulldown1,1.0,machine
2.0,1.0,0.0,11,Bench1,0.0,machine
1.0,2.0,0.0,11,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,11,ShoulderPress1,0.0,machine
1.0,1.0,0.0,12,LatPulldown1,1.0,machine
2.0,1.0,0.0,12,Bench1,0.0,machine
1.0,2.0,0.0,12,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,12,ShoulderPress1,0.0,machine
1.0,1.0,0.0,13,LatPulldown1,1.0,machine
2.0,1.0,0.0,13,Bench1,0.0,machine
1.0,2.0,0.0,13,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,13,ShoulderPress1,0.0,machine
0.7088172875288021,1.035249137152705,N/A,13,Person1,,person
1.0,1.0,0.0,14,LatPulldown1,1.0,machine
2.0,1.0,0.0,14,Bench1,0.0,machine
1.0,2.0,0.0,14,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,14,ShoulderPress1,0.0,machine
1.0,1.0,0.0,15,LatPulldown1,1.0,machine
2.0,1.0,0.0,15,Bench1,0.0,machine
1.0,2.0,0.0,15,BicepCurlMachine1,1.0,machine
2.0,2.0,0.0,15,ShoulderPress1,0.0,machine
